name,line
Nijika Ijichi, That's my sister for you. She's a tsun-tsun-tsun-tsun-tsun-tsun-tsun... ...dere. You know?
Ryo Yamada, Excessive tsun.
Hitori Gotou," S-S-Sorry... Not only did I fail to help you, I couldn't even make eye contact with the customers."
Ryo Yamada, Want this? Sorry it's not for mangos.
Nijika Ijichi," No, thank you. You're doing fine! It's your first day. You'll get used to it!"
Hitori Gotou, Wh-Why are you so nice to a sub-water-flea like me?
Nijika Ijichi," You know... I really like this club. But here and reception are the only places club staff interact with the customers, so I want to do my best to make other people like it, too."
Hitori Gotou, I'm s-s-sorry. I w-worked so badly at a place that means so much to you...
Nijika Ijichi," No, no. That's not what I meant. I meant I want you to like this club too, Bocchi-chan. I want us to have fun working, and to have fun playing. Together. 'Course, I also hope you'll be able to speak to customers with a smile some day, too... It's starting, Bocchi-chan!"
Hitori Gotou," The whole place is united. The customers and the performers are all enjoying themselves. Meanwhile, at my concert... The customers paid 2,000 yen to see that, didn't they? If I stay the way I am, I'm gonna give them the same listless concert next time too, aren't I? I want to make the effort to change, even if only gradually, and enjoy it with the rest of them."
s Customer, Excuse me! Orange juice.
Hitori Gotou, C-Coming up...
Hitori Gotou, Look the customer in the eye. Interact. Smile! Look her in the eye! Interact!
Hitori Gotou, H-Here you are.
Nijika Ijichi, Bocchi-chan! Your eyes! Your eyes!
s Customer, Thanks!
Nijika Ijichi," Wow, that was nerve-wracking! But great job! You kept your head above the counter and talked to her!"
Hitori Gotou, I did my best!
Nijika Ijichi, Yeah! Having you here will make my memories of today's concert even more fun. And you've taken a step forward.
Hitori Gotou, A step...
Hitori Gotou," A step. A step?! It feels like I took a thousand, though!"
Seika Ijichi, Good work today. Take care getting home.
Ryo Yamada, Bye-bye.
Hitori Gotou, Th-Thank you for having me.
Seika Ijichi," Not leaving, Ryo?"
Ryo Yamada, Staying a little while first.
Nijika Ijichi, Bocchi-chan!
Hitori Gotou, Y-Yes?!
Nijika Ijichi, See you later!
Hitori Gotou," Y-Yes, s-s-s-see you tomorrow!"
Hitori Gotou, It's over! I made it through an entire day somehow! This work thing isn't as hard as I thought it would be! I'll do my best again tomorrow!
Hitori Gotou, Achoo! Eh?
Ryo Yamada," Bocchi worked hard, huh?"
Nijika Ijichi," Yeah. And she managed to say ""see you tomorrow!"""
Ryo Yamada, Yeah.
Nijika Ijichi," I'm glad we formed this band. Oh, right! Let's send a LOINE message to Bocchi-chan. I'll say, ""Let's keep it up tomorrow!"""
Michiyo Gotou," She's got an awful fever. Dear, prepare a cold compress, would you?"
Naoki Gotou, Does she need a trip to the hospital?
Hitori Gotou, N-Now I get the fever...
Nijika Ijichi, Now that we've got Bocchi-chan on board... All that's left... is to find a new vocalist!
s Friends, Who's this one for?
Ikuyo Kita," Me, me! It's me, it's me!"
Hitori Gotou, A melancholy Monday has arrived.
Futari Gotou," Feels good to be over your cold, huh?"
Hitori Gotou, Y-Yeah...
Futari Gotou, Or are you happy your cold let you miss school a few days?
Hitori Gotou, Not at all.
Futari Gotou, How come? You always say you wanna stay home...
Hitori Gotou," I don't like going to school, but for someone like me, even one day of failing to attend class puts me in risk of being forgotten by my classmates."
Futari Gotou," Guess you're a real pain in your own ass, Sis! Oh, and Mom says it's time to eat!"
Hitori Gotou," Yes, it's true. I could burst from the sheer volume of nuisance I inflict upon myself. But wait a minute. I joined a band, and I'm working part-time at a club! Perhaps I've graduated from my introversion! Yes! I'll take my guitar to school again. Someone's bound to talk to me this time!"
Hitori Gotou, Yep. Putting the onus on others fails once again.
Students," Hey, did you watch the latest Oto-Station? I did did! You can stream BAKWIMPS again! I've been listening to them so much since yesterday, they're still playing in my head! Uh-oh!"
Hitori Gotou, Band talk!
Students," What's up, Gotoh-san? You hardly ever talk to anyone!"
Hitori Gotou," All my preparation assumed others would approach me first, so I don't know how to start a conversation..."
Hitori Gotou, I forgot.
Students, In that short a time?!
Guitar man, It's lunchtime!
Hitori Gotou," This is for the best. If I'd managed to talk to them, right about now..."
Imaginary Students, Barging into our convo like that... Was she listening in the whole time or something?! I didn't know she was such a creep!
Hitori Gotou," That's definitely how it'd be! I'll never rise above my station again. I'll live under the radar forever! Thank you for the meal. Still... A quiet place like this is just perfect for lunch. I'm glad I found a nice spot. It's awkward eating all alone in the classroom. And once I become a popular guitarist, I'll go on Oto-Station and say... What were you like in high school? I didn't have any friends back then. I often ate lunch in a dark corner filled with desks and janitorial supplies. I can awe people with how much I've changed! Y'know how it is..."
s Friends, Karaoke was so much fun the other day!
Hitori Gotou, People!
s Friends, Kita-chan's such a great singer. I heard she played guitar in a band before she quit. Wow! Now that's musical talent!
Hitori Gotou," Band? Come to think of it, Nijika-chan was talking about wanting a new guitar-slash-vocalist... Since my cold kept me from working for a few days, I must find a guitar-slash-vocalist to prove my commitment to Kessoku Band! But the thought of going up to a total stranger..."
s Friends," Kita-chan! Heya! I'm super sorry, but I have a huge favor to ask..."
Hitori Gotou, What kind of girl is she?
Ikuyo Kita, What is it?
s Friends, Would you mind pitching in at our basketball game next week?
Hitori Gotou, She's pretty!
Ikuyo Kita," Hey, sure thing!"
Hitori Gotou, She's super nice!
s Friends, Maybe I'll land a three-pointer!
Hitori Gotou," She's pretty, and athletic, and popular,"
s Friends, Awesome! Thanks!
Hitori Gotou," and she plays the guitar... I'm supposed to issue an invitation to someone like her?! In fact, my identity... My entire identity is crumbling!"
Ikuyo Kita, What was that sound?
Hitori Gotou," I worked up the courage to arrive at her classroom, but my mental fortitude lags behind..."
Ikuyo Kita," You're Gotoh-san from Class 2, right?"
Hitori Gotou, Sh-She knows my n—
Ikuyo Kita, Are you looking for someone in here?
Hitori Gotou," S-Say it, Hitori! My band is looking for a guitar-slash- vocalist. Would you be interested?"""
Hitori Gotou, Ba! Gui! Vo!
Ikuyo Kita, She became a human beatbox! Er... Bam-chika-boom-chika... bam-chika-boom-chika...
Hitori Gotou, I... I'm so sorry!
Ikuyo Kita, W-Wait!
Hitori Gotou," Two more additions to my dark past in one day. Lend me your ears. This is my new song: Double Dark Past, Bocchi Acoustic Version. Melancholy days, multiplying traumas Wanna ditch this negative legacy I carry... The memories bring soft, secret tears to my eyes Mourning my past, so many dark mornings Wishing, someday, to just laugh it all away..."
Hitori Gotou," Begone, memories..."
Ikuyo Kita, That was awesome!
Hitori Gotou, K-Kita-san?! How long have you...
Ikuyo Kita," I got so worried when you ran off like that, but that was incredible! You're amazing at guitar, Gotoh-san! That song you were playing had me totally enraptured!"
Hitori Gotou, She's saying nice things about me! What a nice person!
Ikuyo Kita, Are you in a band?
Hitori Gotou, K-Kind of...
Ikuyo Kita," Hey, can you play other stuff? I wanna hear!"
Hitori Gotou," The extrovert aura... It's so powerful, I can't look straight at her!"
Ikuyo Kita," Oh, and you were trying to talk to someone earlier, right?"
Hitori Gotou, Th-This is my chance to invite her!
Hitori Gotou," W-Well, our band is actually looking for a guitar-slash-vocalist, and I heard you played guitar, so..."
Ikuyo Kita," Oh, so that's why."
Hitori Gotou, H-Huh?
Ikuyo Kita," I'm sorry, Gotoh-san. I can't join your band."
Hitori Gotou," O-Oh, but... I'm kind of a nerd, but the others are cool!"
Ikuyo Kita," Oh, it's not a problem with you or anything."
Hitori Gotou, They're holding a barbecue next weekend! They host a sports meet every six months! They party in limousines after every gig! They do so much cool stuff!
Ikuyo Kita, I don't want a band that parties that hard...
Hitori Gotou, And... And...
Ikuyo Kita," The truth is, I can't actually play guitar at all. I was in another band not long ago. I lied when I joined because I wanted to get close to my senpai. But the whole thing was just beyond me, so I ran away."
Hitori Gotou, Beyond you?
Ikuyo Kita," Yeah. There's more to playing than just this strum-strum stuff, right? I'd figured this wooden stick part was just for decoration! It's way too hard for someone to learn on their own. Major chords? ""Minor""? What is this, baseball?"
Hitori Gotou, Her non-comprehension is on a whole other level!
Ikuyo Kita," Did someone teach you to play, Gotoh-san?"
Hitori Gotou," N-No, I mostly taught myself..."
Ikuyo Kita, What?! Really? That's awesome!
Hitori Gotou, It's not that great...
Ikuyo Kita," I know! Will you teach me to play, Gotoh-san? You can be my teacher! You're so brilliant, I just know you'll get me through it!"
Hitori Gotou," Oh, shucks..."
Ikuyo Kita," I want to learn to play properly, go back to my old band, and apologize! So, when can you teach me? After class, maybe?"
Hitori Gotou, I-I've got a job at a club after class...
Ikuyo Kita," Then after work, maybe?! Is there a studio next door? We can do it there!"
Hitori Gotou, Oh... Oh... V-Very well.
Ikuyo Kita, Really? Thanks!
Hitori Gotou," Why am I so stupid?! Say no, girl!"
Ikuyo Kita, Can we start right away?
Hitori Gotou, C-Certainly...
Hitori Gotou," Crap, crap, crap, crap, crap! I've gotta get the girls to act like party people!"
Nijika Ijichi, It's from Bocchi-chan.
Hitori Gotou, I'm sorry! Please come to work today blaring EDM and dancing around with energy drinks on hand!
Nijika Ijichi, What in the world?
Ryo Yamada, Beats me.
Ikuyo Kita, Oh... You work in Shimo-Kitazawa?
Hitori Gotou, Y-You've been?
Ikuyo Kita," My last band was in Shimo-Kita, and its members lived in the area, so..."
Hitori Gotou, R-Really?
Ikuyo Kita, Hang on! You can't walk behind me! I don't know the way!
Hitori Gotou, I'm sorry. I'm still not used to being here... I'm so embarrassed!
Ikuyo Kita, I'm the one embarrassed here!
Hitori Gotou, W-We're almost there. It's a place called Starry. Nijika-chan and Ryo-san will already be there...
Ikuyo Kita, I'm sorry. I can't go.
Hitori Gotou, How come?
Ikuyo Kita," I'm sorry. I can't tell you why, but that's the one place I can't go! And you can never tell those people I was h—"
Nijika Ijichi," Bocchi-chan! Your instructions were super weird, but I bought energy drinks like you asked! The runaway guitarist!"
Hitori Gotou, Runaway... guitarist?
Nijika Ijichi," Kita-chan, what are you doing here?"
Ikuyo Kita," W-W-Well, I..."
Ryo Yamada, Eh?
Ikuyo Kita, Forgive my prior discourtesy! I'll do anything to make up for it! I give you permission to rough me up good!
Nijika Ijichi, Shh! You're gonna give people the wrong idea!
Nijika Ijichi," What? So you couldn't play guitar, Kita-chan?"
Ikuyo Kita, Nope.
Nijika Ijichi, And that's why you always ditched practice?
Ikuyo Kita, Yeah...
Hitori Gotou, Poor Kita-san seems so uncomfortable... I-If only I could think of something nice to say.
Ryo Yamada, We were worried when we didn't hear from you.
Hitori Gotou," Ryo-san, so smooth!"
Ikuyo Kita, Senpai!
Ryo Yamada," I assumed you were dead, so I've been lighting incense for you every day."
Nijika Ijichi, That's a pretty wild assumption...
Ikuyo Kita, Um... You aren't angry?
